trip_id,pickup_datetime,dropoff_datetime,pickup_location,dropoff_location,fare_amount,distance_km,driver_id,customer_id,ride_status,payment_type,vehicle_type,surge_multiplier,rating,weather_condition,trip_duration,hour,day,month,is_weekend,revenue,revenue_per_km
43687,2023-04-29 18:11:00,2023-04-29 18:58:00,Chennai,Chennai,453.68,23.11,1569,5818,cancelled,cash,sedan,1.0,4.1,Fog,47.0,18,Saturday,4,1,453.68,19.631328429251408
43689,2023-10-12 00:04:00,2023-10-12 00:50:00,Pune,Pune,91.38,9.36,1514,8694,completed,cash,sedan,1.5,4.5,Clear,46.0,0,Thursday,10,0,137.07,14.64423076923077
43695,2023-03-03 01:43:00,2023-03-03 02:26:00,Chennai,Chennai,108.91,17.4,1620,7593,completed,cash,mini,1.0,4.1,Clear,43.0,1,Friday,3,0,108.91,6.259195402298851
43698,2023-09-15 21:33:00,2023-09-15 21:55:00,Mumbai,Mumbai,212.89,12.96,1623,9218,completed,card,mini,1.2,4.0,Clear,22.0,21,Friday,9,0,255.46799999999996,19.71203703703703
43700,2023-11-21 22:26:00,2023-11-21 23:02:00,Mumbai,Mumbai,257.06,8.87,1392,5099,completed,upi,suv,1.2,3.2,Storm,36.0,22,Tuesday,11,0,308.472,34.777001127395714
43702,2023-04-16 23:47:00,2023-04-17 00:02:00,Hyderabad,Hyderabad,275.94,5.22,1575,8267,completed,upi,suv,1.0,3.3,Rain,15.0,23,Sunday,4,1,275.94,52.862068965517246
43716,2023-09-07 08:05:00,2023-09-07 08:35:00,Hyderabad,Hyderabad,310.41,8.54,1523,9223,completed,cash,sedan,1.0,4.0,Storm,30.0,8,Thursday,9,0,310.41,36.34777517564403
43721,2023-07-30 13:24:00,2023-07-30 14:11:00,Delhi,Delhi,246.68,21.5,1372,7898,completed,upi,mini,1.0,4.1,Storm,47.0,13,Sunday,7,1,246.68,11.473488372093023
43725,2023-04-26 17:36:00,2023-04-26 18:41:00,Mumbai,Mumbai,319.19,10.8,1011,6297,completed,cash,suv,1.0,4.0,Clear,65.0,17,Wednesday,4,0,319.19,29.554629629629627
43727,2023-04-23 23:14:00,2023-04-24 00:30:00,Hyderabad,Hyderabad,292.46,21.5,1699,9644,cancelled,cash,sedan,1.5,4.0,Clear,76.0,23,Sunday,4,1,438.68999999999994,20.404186046511626
43741,2023-04-01 12:00:00,2023-04-01 13:26:00,Mumbai,Mumbai,240.39,17.12,1411,9031,completed,card,suv,1.0,4.1,Storm,86.0,12,Saturday,4,1,240.39,14.041471962616821
43753,2023-09-08 05:46:00,2023-09-08 07:03:00,Delhi,Delhi,152.93,12.87,1985,9209,completed,upi,sedan,1.5,4.5,Clear,77.0,5,Friday,9,0,229.395,17.824009324009324
43766,2023-09-18 02:06:00,2023-09-18 02:46:00,Mumbai,Mumbai,385.85,18.1,1952,8912,completed,cash,suv,1.0,3.4,Clear,40.0,2,Monday,9,0,385.85,21.31767955801105
43786,2023-08-26 05:28:00,2023-08-26 06:26:00,Hyderabad,Hyderabad,236.58,11.18,1997,9020,completed,cash,sedan,1.0,3.9,Fog,58.0,5,Saturday,8,1,236.58,21.161001788908766
43788,2023-02-23 12:56:00,2023-02-23 13:07:00,Bangalore,Bangalore,152.25,1.09,1077,8863,completed,card,mini,1.0,3.9,Rain,11.0,12,Thursday,2,0,152.25,139.6788990825688
43789,2023-01-05 20:51:00,2023-01-05 21:29:00,Delhi,Delhi,236.52,4.67,1659,5157,completed,cash,suv,1.0,4.7,Storm,38.0,20,Thursday,1,0,236.52,50.646680942184155
43795,2023-06-27 04:58:00,2023-06-27 06:23:00,Hyderabad,Hyderabad,146.58,6.38,1180,7345,completed,upi,mini,1.5,4.0,Storm,85.0,4,Tuesday,6,0,219.87,34.46238244514107
43802,2023-01-11 11:36:00,2023-01-11 12:40:00,Pune,Pune,112.84,17.0,1606,7408,completed,upi,mini,1.2,4.0,Clear,64.0,11,Wednesday,1,0,135.408,7.965176470588235
43803,2023-08-12 17:51:00,2023-08-12 18:08:00,Pune,Pune,325.02,15.62,1448,5371,completed,upi,suv,1.5,3.1,Clear,17.0,17,Saturday,8,1,487.53,31.21190781049936
43807,2023-01-06 20:32:00,2023-01-06 21:33:00,Pune,Pune,433.96,11.17,1293,9513,completed,upi,mini,1.0,3.9,Fog,61.0,20,Friday,1,0,433.96,38.85049239033124
43810,2023-12-26 23:32:00,2023-12-26 23:44:00,Chennai,Chennai,485.89,13.9,1909,9037,completed,cash,sedan,1.2,4.7,Storm,12.0,23,Tuesday,12,0,583.068,41.9473381294964
43815,2023-02-27 11:34:00,2023-02-27 12:45:00,Hyderabad,Hyderabad,451.67,17.13,1601,7973,completed,card,suv,1.0,3.9,Clear,71.0,11,Monday,2,0,451.67,26.367192060712203
43826,2023-07-31 05:24:00,2023-07-31 06:08:00,Mumbai,Mumbai,343.69,13.55,1784,8307,cancelled,card,suv,1.2,4.3,Clear,44.0,5,Monday,7,0,412.428,30.437490774907747
43828,2023-10-16 15:11:00,2023-10-16 15:42:00,Pune,Pune,337.4,10.17,1461,5703,completed,card,suv,1.0,4.0,Storm,31.0,15,Monday,10,0,337.4,33.17600786627335
43832,2023-02-06 07:27:00,2023-02-06 07:43:00,Chennai,Chennai,367.6,6.98,1028,6430,completed,card,sedan,1.2,4.7,Rain,16.0,7,Monday,2,0,441.12,63.19770773638968
43835,2023-12-09 18:39:00,2023-12-09 19:27:00,Pune,Pune,466.51,13.17,1353,9951,completed,cash,sedan,1.2,4.1,Rain,48.0,18,Saturday,12,1,559.812,42.50660592255125
43841,2023-05-02 05:21:00,2023-05-02 06:02:00,Chennai,Chennai,356.26,4.45,1611,9279,completed,card,suv,1.0,3.2,Clear,41.0,5,Tuesday,5,0,356.26,80.05842696629213
43842,2023-05-03 10:53:00,2023-05-03 11:37:00,Mumbai,Mumbai,345.37,13.73,1700,8067,completed,card,mini,1.5,4.2,Storm,44.0,10,Wednesday,5,0,518.0550000000001,37.73160961398398
43859,2023-11-25 21:16:00,2023-11-25 21:41:00,Chennai,Chennai,368.17,21.26,1608,8254,completed,card,sedan,1.0,3.4,Rain,25.0,21,Saturday,11,1,368.17,17.317497648165567
43861,2023-09-21 02:44:00,2023-09-21 03:44:00,Mumbai,Mumbai,298.23,15.66,1545,5344,completed,upi,sedan,1.2,4.5,Storm,60.0,2,Thursday,9,0,357.87600000000003,22.85287356321839
43866,2023-05-11 23:23:00,2023-05-12 00:22:00,Bangalore,Bangalore,129.49,13.3,1477,6009,completed,upi,suv,1.0,3.8,Fog,59.0,23,Thursday,5,0,129.49,9.73609022556391
43873,2023-11-08 10:56:00,2023-11-08 11:34:00,Hyderabad,Hyderabad,377.88,1.98,1776,8592,completed,upi,suv,1.5,4.8,Storm,38.0,10,Wednesday,11,0,566.8199999999999,286.27272727272725
43887,2023-01-06 19:11:00,2023-01-06 20:13:00,Pune,Pune,86.08,20.46,1274,8709,completed,card,sedan,1.5,4.7,Rain,62.0,19,Friday,1,0,129.12,6.310850439882698
43891,2023-03-18 01:38:00,2023-03-18 02:59:00,Delhi,Delhi,156.49,16.74,1704,7284,completed,card,suv,1.2,3.8,Rain,81.0,1,Saturday,3,1,187.788,11.217921146953406
43894,2023-05-15 15:35:00,2023-05-15 15:42:00,Mumbai,Mumbai,399.78,15.89,1347,6156,completed,card,suv,1.0,4.9,Storm,7.0,15,Monday,5,0,399.78,25.159219634990556
43898,2023-10-31 22:56:00,2023-11-01 00:01:00,Pune,Pune,376.45,18.91,1481,8648,completed,card,mini,1.5,3.2,Fog,65.0,22,Tuesday,10,0,564.675,29.861184558434687
43900,2023-11-26 07:13:00,2023-11-26 07:33:00,Chennai,Chennai,428.55,9.1,1862,5937,completed,card,sedan,1.0,3.6,Rain,20.0,7,Sunday,11,1,428.55,47.0934065934066
43914,2023-06-15 03:18:00,2023-06-15 03:40:00,Mumbai,Mumbai,497.17,12.46,1398,9632,completed,cash,sedan,1.2,4.7,Rain,22.0,3,Thursday,6,0,596.604,47.881540930979135
43915,2023-05-20 03:50:00,2023-05-20 04:34:00,Chennai,Chennai,257.17,8.46,1916,7208,completed,card,sedan,1.0,4.8,Clear,44.0,3,Saturday,5,1,257.17,30.3983451536643
43919,2023-09-04 13:09:00,2023-09-04 13:57:00,Chennai,Chennai,357.29,17.35,1712,8245,completed,upi,sedan,1.0,4.0,Rain,48.0,13,Monday,9,0,357.29,20.593083573487032
43925,2023-11-21 01:21:00,2023-11-21 01:32:00,Hyderabad,Hyderabad,329.5,17.9,1945,6880,completed,upi,mini,1.0,4.2,Clear,11.0,1,Tuesday,11,0,329.5,18.40782122905028
43926,2023-10-19 23:52:00,2023-10-20 00:38:00,Mumbai,Mumbai,168.96,18.85,1451,5189,completed,card,sedan,1.5,3.0,Clear,46.0,23,Thursday,10,0,253.44,13.445092838196285
43929,2023-04-09 19:06:00,2023-04-09 19:57:00,Chennai,Chennai,496.77,3.94,1610,5549,completed,upi,sedan,1.0,4.4,Fog,51.0,19,Sunday,4,1,496.77,126.08375634517766
43932,2023-11-05 11:05:00,2023-11-05 11:25:00,Pune,Pune,165.45,24.51,1418,6273,completed,cash,mini,1.0,4.5,Storm,20.0,11,Sunday,11,1,165.45,6.750305997552019
43933,2023-02-20 18:26:00,2023-02-20 19:44:00,Hyderabad,Hyderabad,488.55,13.22,1536,6910,completed,upi,mini,1.0,3.1,Fog,78.0,18,Monday,2,0,488.55,36.9553706505295
43936,2023-03-19 01:48:00,2023-03-19 02:43:00,Delhi,Delhi,398.98,15.97,1512,6902,completed,upi,mini,1.0,3.4,Rain,55.0,1,Sunday,3,1,398.98,24.983093299937384
43939,2023-03-20 11:41:00,2023-03-20 12:05:00,Hyderabad,Hyderabad,397.91,9.72,1383,5690,completed,cash,suv,1.0,3.4,Fog,24.0,11,Monday,3,0,397.91,40.93724279835391
43941,2023-01-24 01:44:00,2023-01-24 02:52:00,Pune,Pune,476.2,14.43,1158,5888,completed,cash,suv,1.0,4.0,Fog,68.0,1,Tuesday,1,0,476.2,33.000693000693
43946,2023-11-05 19:23:00,2023-11-05 19:57:00,Bangalore,Bangalore,422.25,21.23,1240,7377,completed,card,mini,1.0,3.0,Clear,34.0,19,Sunday,11,1,422.25,19.8893075836081
43951,2023-05-28 07:27:00,2023-05-28 08:29:00,Bangalore,Bangalore,443.46,3.65,1765,6606,completed,upi,sedan,2.0,3.5,Rain,62.0,7,Sunday,5,1,886.92,242.9917808219178
43953,2023-11-02 18:53:00,2023-11-02 19:10:00,Chennai,Chennai,53.71,2.96,1342,9902,completed,card,sedan,1.2,4.3,Storm,17.0,18,Thursday,11,0,64.452,21.774324324324326
43956,2023-11-12 20:10:00,2023-11-12 21:20:00,Mumbai,Mumbai,171.39,6.45,1268,6964,completed,upi,mini,1.0,3.5,Fog,70.0,20,Sunday,11,1,171.39,26.57209302325581
43960,2023-07-01 11:12:00,2023-07-01 11:57:00,Bangalore,Bangalore,123.12,23.79,1314,9949,cancelled,upi,suv,1.5,4.1,Storm,45.0,11,Saturday,7,1,184.68,7.762925598991173
43963,2023-07-31 14:52:00,2023-07-31 15:24:00,Delhi,Delhi,167.08,21.05,1366,5650,completed,card,mini,1.0,3.3,Rain,32.0,14,Monday,7,0,167.08,7.93729216152019
43972,2023-06-28 00:30:00,2023-06-28 01:00:00,Delhi,Delhi,387.17,18.94,1477,5481,completed,cash,mini,1.0,4.0,Storm,30.0,0,Wednesday,6,0,387.17,20.44192185850053
43975,2023-11-08 11:39:00,2023-11-08 11:59:00,Chennai,Chennai,312.68,11.71,1958,9006,completed,card,mini,1.5,3.3,Rain,20.0,11,Wednesday,11,0,469.02,40.0529461998292
43976,2023-04-10 17:38:00,2023-04-10 18:36:00,Bangalore,Bangalore,157.88,8.97,1021,5813,completed,upi,sedan,1.2,4.5,Rain,58.0,17,Monday,4,0,189.456,21.12107023411371
43984,2023-07-14 00:43:00,2023-07-14 01:56:00,Hyderabad,Hyderabad,71.44,15.26,1633,9069,completed,upi,mini,1.5,3.2,Rain,73.0,0,Friday,7,0,107.16,7.022280471821756
43990,2023-05-19 23:24:00,2023-05-20 00:49:00,Delhi,Delhi,145.03,18.68,1402,7875,completed,upi,mini,1.0,3.7,Rain,85.0,23,Friday,5,0,145.03,7.7639186295503215
43991,2023-06-23 08:25:00,2023-06-23 08:33:00,Chennai,Chennai,413.26,4.75,1721,8191,completed,card,sedan,1.5,4.2,Rain,8.0,8,Friday,6,0,619.89,130.50315789473683
43992,2023-12-28 13:24:00,2023-12-28 14:48:00,Bangalore,Bangalore,151.38,11.79,1619,5752,cancelled,card,mini,1.2,4.9,Clear,84.0,13,Thursday,12,0,181.65599999999998,15.40763358778626
43998,2023-07-11 04:34:00,2023-07-11 06:03:00,Pune,Pune,307.28,1.88,1112,6527,completed,cash,sedan,1.2,4.9,Fog,89.0,4,Tuesday,7,0,368.73599999999993,196.13617021276593
44001,2023-07-14 10:26:00,2023-07-14 11:21:00,Mumbai,Mumbai,347.34,1.63,1566,6871,completed,upi,mini,1.0,4.3,Fog,55.0,10,Friday,7,0,347.34,213.0920245398773
44002,2023-09-13 10:43:00,2023-09-13 11:20:00,Hyderabad,Hyderabad,126.5,11.73,1671,7359,completed,cash,suv,1.0,4.7,Storm,37.0,10,Wednesday,9,0,126.5,10.784313725490195
44011,2023-02-03 12:18:00,2023-02-03 12:42:00,Pune,Pune,371.02,8.23,1968,9105,completed,card,suv,1.0,4.3,Clear,24.0,12,Friday,2,0,371.02,45.08140947752126
44019,2023-04-27 01:53:00,2023-04-27 02:45:00,Delhi,Delhi,288.76,12.39,1137,5525,completed,upi,mini,1.0,4.4,Rain,52.0,1,Thursday,4,0,288.76,23.30589184826473
44032,2023-03-21 06:49:00,2023-03-21 07:40:00,Hyderabad,Hyderabad,462.89,22.97,1766,6780,completed,upi,suv,1.0,4.3,Fog,51.0,6,Tuesday,3,0,462.89,20.151937309534176
44034,2023-02-05 04:30:00,2023-02-05 05:43:00,Delhi,Delhi,166.92,18.17,1385,7944,completed,upi,mini,1.5,3.1,Storm,73.0,4,Sunday,2,1,250.38,13.779856906989542
44039,2023-04-08 15:25:00,2023-04-08 16:06:00,Pune,Pune,235.18,11.06,1652,9879,completed,upi,sedan,1.0,3.9,Rain,41.0,15,Saturday,4,1,235.18,21.26401446654611
44042,2023-11-19 09:09:00,2023-11-19 09:22:00,Pune,Pune,404.51,18.23,1244,9904,completed,card,suv,1.5,4.8,Clear,13.0,9,Sunday,11,1,606.765,33.2838727372463
44052,2023-01-13 06:28:00,2023-01-13 07:00:00,Chennai,Chennai,114.39,18.26,1318,6760,completed,cash,suv,1.0,4.0,Storm,32.0,6,Friday,1,0,114.39,6.264512595837896
44053,2023-04-08 02:34:00,2023-04-08 03:11:00,Delhi,Delhi,402.8,3.21,1187,5581,completed,card,sedan,2.0,4.1,Rain,37.0,2,Saturday,4,1,805.6,250.96573208722742
44065,2023-03-09 11:24:00,2023-03-09 12:22:00,Mumbai,Mumbai,139.21,8.44,1079,6649,completed,upi,suv,1.2,4.1,Rain,58.0,11,Thursday,3,0,167.052,19.792890995260663
44067,2023-09-01 19:43:00,2023-09-01 20:00:00,Bangalore,Bangalore,93.54,11.02,1576,6557,completed,upi,sedan,1.2,3.7,Clear,17.0,19,Friday,9,0,112.248,10.185843920145192
44077,2023-12-20 10:51:00,2023-12-20 11:00:00,Bangalore,Bangalore,338.5,12.85,1011,9644,completed,cash,suv,1.0,4.1,Rain,9.0,10,Wednesday,12,0,338.5,26.34241245136187
44078,2023-07-12 08:43:00,2023-07-12 09:14:00,Chennai,Chennai,460.68,22.35,1178,8948,completed,upi,suv,1.5,4.9,Fog,31.0,8,Wednesday,7,0,691.02,30.918120805369124
44085,2023-01-01 21:20:00,2023-01-01 22:46:00,Hyderabad,Hyderabad,248.38,13.86,1226,9524,completed,upi,suv,1.0,4.7,Rain,86.0,21,Sunday,1,1,248.38,17.92063492063492
44095,2023-08-18 15:34:00,2023-08-18 16:02:00,Chennai,Chennai,172.63,7.16,1555,5548,completed,cash,mini,1.2,4.9,Storm,28.0,15,Friday,8,0,207.15599999999998,28.932402234636868
44102,2023-04-19 18:27:00,2023-04-19 19:22:00,Hyderabad,Hyderabad,446.05,7.8,1498,9927,completed,cash,mini,1.2,5.0,Clear,55.0,18,Wednesday,4,0,535.26,68.62307692307692
44126,2023-08-26 10:05:00,2023-08-26 10:44:00,Delhi,Delhi,117.85,7.67,1766,8288,completed,upi,sedan,1.2,3.5,Fog,39.0,10,Saturday,8,1,141.42,18.438070404172098
44130,2023-01-06 07:41:00,2023-01-06 08:56:00,Hyderabad,Hyderabad,334.93,17.52,1548,7186,completed,cash,suv,1.0,4.6,Clear,75.0,7,Friday,1,0,334.93,19.117009132420094
44131,2023-04-27 03:41:00,2023-04-27 04:43:00,Hyderabad,Hyderabad,118.54,20.61,1665,7179,completed,card,mini,1.2,4.5,Clear,62.0,3,Thursday,4,0,142.248,6.901892285298398
44138,2023-04-10 16:43:00,2023-04-10 17:10:00,Bangalore,Bangalore,171.73,1.71,1473,9144,completed,card,mini,1.0,3.3,Rain,27.0,16,Monday,4,0,171.73,100.42690058479532
44154,2023-06-08 01:01:00,2023-06-08 01:16:00,Bangalore,Bangalore,482.24,19.17,1502,6598,completed,cash,sedan,1.0,3.7,Clear,15.0,1,Thursday,6,0,482.24,25.15597287428273
44155,2023-03-13 10:51:00,2023-03-13 12:10:00,Chennai,Chennai,419.96,18.43,1300,6586,completed,cash,sedan,1.2,3.1,Rain,79.0,10,Monday,3,0,503.95199999999994,27.344112859468254
44159,2023-06-24 04:48:00,2023-06-24 05:03:00,Mumbai,Mumbai,439.28,1.38,1319,9767,completed,card,mini,1.5,4.1,Clear,15.0,4,Saturday,6,1,658.92,477.47826086956525
44175,2023-10-03 14:06:00,2023-10-03 15:00:00,Mumbai,Mumbai,375.41,7.21,1249,9094,completed,cash,sedan,1.0,3.6,Rain,54.0,14,Tuesday,10,0,375.41,52.067961165048544
44181,2023-11-08 11:24:00,2023-11-08 11:55:00,Pune,Pune,414.48,18.9,1706,5798,completed,upi,suv,1.0,4.1,Clear,31.0,11,Wednesday,11,0,414.48,21.930158730158734
44183,2023-09-25 16:28:00,2023-09-25 17:09:00,Pune,Pune,399.82,21.34,1751,8779,cancelled,upi,suv,1.0,4.1,Fog,41.0,16,Monday,9,0,399.82,18.735707591377693
44185,2023-08-26 17:55:00,2023-08-26 18:39:00,Hyderabad,Hyderabad,375.64,7.49,1883,9426,cancelled,upi,mini,1.2,5.0,Storm,44.0,17,Saturday,8,1,450.768,60.18264352469959
44187,2023-04-03 03:31:00,2023-04-03 04:14:00,Pune,Pune,420.8,1.51,1159,6387,completed,upi,suv,1.0,3.1,Clear,43.0,3,Monday,4,0,420.8,278.6754966887417
44208,2023-09-22 05:56:00,2023-09-22 07:21:00,Bangalore,Bangalore,54.03,21.35,1270,9164,completed,upi,suv,1.0,4.0,Clear,85.0,5,Friday,9,0,54.03,2.530679156908665
44211,2023-01-19 19:35:00,2023-01-19 19:55:00,Chennai,Chennai,220.96,9.73,1150,8853,completed,cash,suv,1.0,4.5,Rain,20.0,19,Thursday,1,0,220.96,22.709146968139773
44213,2023-06-09 01:51:00,2023-06-09 02:58:00,Hyderabad,Hyderabad,493.65,11.29,1285,9948,completed,upi,mini,1.0,3.2,Fog,67.0,1,Friday,6,0,493.65,43.724534986713905
44215,2023-07-01 02:09:00,2023-07-01 03:00:00,Hyderabad,Hyderabad,445.68,14.68,1582,9713,completed,upi,sedan,2.0,3.2,Clear,51.0,2,Saturday,7,1,891.36,60.71934604904632
44244,2023-06-30 08:34:00,2023-06-30 08:44:00,Hyderabad,Hyderabad,352.68,17.79,1024,6472,completed,upi,sedan,1.0,3.2,Fog,10.0,8,Friday,6,0,352.68,19.82462057335582
44245,2023-04-03 01:59:00,2023-04-03 02:13:00,Pune,Pune,80.65,17.1,1494,9621,completed,cash,sedan,1.0,4.9,Fog,14.0,1,Monday,4,0,80.65,4.716374269005848
44249,2023-06-29 08:53:00,2023-06-29 09:12:00,Mumbai,Mumbai,234.71,23.73,1050,6619,completed,upi,suv,1.2,3.2,Fog,19.0,8,Thursday,6,0,281.652,11.869026548672565
44253,2023-09-27 16:50:00,2023-09-27 17:22:00,Mumbai,Mumbai,172.83,20.39,1573,6067,completed,card,mini,1.5,3.3,Clear,32.0,16,Wednesday,9,0,259.245,12.714320745463462
44258,2023-01-15 13:54:00,2023-01-15 14:17:00,Bangalore,Bangalore,126.0,3.58,1595,8732,completed,card,mini,1.0,4.9,Storm,23.0,13,Sunday,1,1,126.0,35.19553072625698
44264,2023-01-22 05:29:00,2023-01-22 06:43:00,Pune,Pune,414.44,21.6,1987,8770,completed,cash,suv,1.5,3.5,Clear,74.0,5,Sunday,1,1,621.66,28.78055555555555
44269,2023-01-03 18:04:00,2023-01-03 18:53:00,Pune,Pune,166.47,6.53,1296,8711,completed,card,mini,1.0,4.5,Storm,49.0,18,Tuesday,1,0,166.47,25.493108728943337
44270,2023-06-26 04:15:00,2023-06-26 04:22:00,Pune,Pune,286.74,12.64,1417,7529,completed,cash,suv,1.0,4.9,Storm,7.0,4,Monday,6,0,286.74,22.685126582278482
44279,2023-06-19 15:20:00,2023-06-19 16:05:00,Chennai,Chennai,438.93,18.17,1568,8560,completed,cash,sedan,1.2,4.2,Storm,45.0,15,Monday,6,0,526.716,28.988222344523937
44280,2023-12-09 16:01:00,2023-12-09 17:22:00,Mumbai,Mumbai,428.77,23.9,1682,7081,completed,cash,mini,1.5,3.9,Rain,81.0,16,Saturday,12,1,643.155,26.910251046025106
44295,2023-07-22 22:28:00,2023-07-22 22:55:00,Bangalore,Bangalore,302.02,12.73,1578,9937,completed,upi,mini,1.0,4.1,Storm,27.0,22,Saturday,7,1,302.02,23.72505891594658
44297,2023-07-19 06:26:00,2023-07-19 07:36:00,Hyderabad,Hyderabad,458.61,4.44,1352,9437,completed,upi,suv,1.2,4.0,Fog,70.0,6,Wednesday,7,0,550.332,123.94864864864864
44298,2023-06-22 23:57:00,2023-06-23 00:20:00,Chennai,Chennai,123.74,13.21,1405,8095,completed,card,sedan,1.0,4.3,Rain,23.0,23,Thursday,6,0,123.74,9.367146101438303
44299,2023-06-15 21:15:00,2023-06-15 22:31:00,Hyderabad,Hyderabad,203.27,1.93,1640,8225,completed,cash,suv,1.0,3.3,Clear,76.0,21,Thursday,6,0,203.27,105.32124352331607
44303,2023-10-15 09:10:00,2023-10-15 10:15:00,Chennai,Chennai,234.39,7.74,1541,7078,completed,card,suv,2.0,4.0,Storm,65.0,9,Sunday,10,1,468.78,60.56589147286821
44310,2023-06-07 15:36:00,2023-06-07 16:21:00,Hyderabad,Hyderabad,171.83,13.86,1052,9336,completed,cash,sedan,1.2,4.6,Clear,45.0,15,Wednesday,6,0,206.196,14.877056277056278
44313,2023-07-14 17:15:00,2023-07-14 18:28:00,Mumbai,Mumbai,302.51,11.33,1625,7845,cancelled,upi,suv,1.0,3.7,Storm,73.0,17,Friday,7,0,302.51,26.69991173874669
44319,2023-06-24 22:36:00,2023-06-24 23:50:00,Pune,Pune,361.46,17.39,1026,8672,completed,upi,mini,1.0,3.0,Fog,74.0,22,Saturday,6,1,361.46,20.785508913168485
44323,2023-03-08 23:59:00,2023-03-09 01:13:00,Bangalore,Bangalore,355.62,3.0,1216,7038,completed,card,sedan,1.5,3.2,Clear,74.0,23,Wednesday,3,0,533.4300000000001,177.81000000000003
44324,2023-06-20 06:38:00,2023-06-20 07:14:00,Mumbai,Mumbai,187.11,10.88,1721,7391,completed,cash,mini,1.0,5.0,Storm,36.0,6,Tuesday,6,0,187.11,17.19761029411765
44334,2023-10-02 22:36:00,2023-10-02 23:55:00,Hyderabad,Hyderabad,238.24,10.7,1948,8130,completed,cash,mini,1.0,4.0,Rain,79.0,22,Monday,10,0,238.24,22.265420560747668
44340,2023-02-28 18:07:00,2023-02-28 19:33:00,Pune,Pune,157.45,10.1,1320,5261,completed,upi,sedan,1.2,5.0,Rain,86.0,18,Tuesday,2,0,188.93999999999997,18.706930693069303
44345,2023-12-16 18:39:00,2023-12-16 19:25:00,Mumbai,Mumbai,475.82,11.14,1774,7425,completed,cash,sedan,1.0,3.2,Storm,46.0,18,Saturday,12,1,475.82,42.71274685816876
44352,2023-10-17 02:40:00,2023-10-17 03:39:00,Hyderabad,Hyderabad,347.08,10.71,1510,6827,completed,card,sedan,1.2,4.1,Clear,59.0,2,Tuesday,10,0,416.496,38.88851540616246
44359,2023-12-16 12:31:00,2023-12-16 13:50:00,Mumbai,Mumbai,186.73,10.54,1717,9532,completed,card,suv,1.0,4.0,Fog,79.0,12,Saturday,12,1,186.73,17.71631878557875
44360,2023-01-10 12:47:00,2023-01-10 13:17:00,Mumbai,Mumbai,145.75,19.56,1598,6639,completed,card,sedan,1.2,4.2,Storm,30.0,12,Tuesday,1,0,174.9,8.941717791411044
44362,2023-12-27 16:12:00,2023-12-27 16:36:00,Mumbai,Mumbai,222.49,11.29,1772,8159,cancelled,upi,suv,1.5,4.2,Clear,24.0,16,Wednesday,12,0,333.735,29.56023029229407
44369,2023-07-08 10:39:00,2023-07-08 10:56:00,Mumbai,Mumbai,173.05,6.96,1871,5045,completed,card,suv,1.0,4.5,Rain,17.0,10,Saturday,7,1,173.05,24.86350574712644
44376,2023-10-23 05:28:00,2023-10-23 06:40:00,Hyderabad,Hyderabad,440.85,7.9,1361,8050,completed,card,suv,1.0,3.2,Clear,72.0,5,Monday,10,0,440.85,55.80379746835443
44378,2023-07-02 20:08:00,2023-07-02 20:28:00,Pune,Pune,76.47,22.64,1552,9463,completed,cash,sedan,1.5,3.9,Fog,20.0,20,Sunday,7,1,114.705,5.066475265017668
44393,2023-03-24 07:01:00,2023-03-24 07:57:00,Mumbai,Mumbai,273.6,3.59,1630,6617,cancelled,upi,suv,1.0,4.7,Clear,56.0,7,Friday,3,0,273.6,76.21169916434542
44404,2023-10-20 08:31:00,2023-10-20 09:49:00,Mumbai,Mumbai,286.23,9.26,1141,9190,completed,card,sedan,1.0,3.5,Rain,78.0,8,Friday,10,0,286.23,30.91036717062635
44409,2023-06-26 16:35:00,2023-06-26 17:45:00,Chennai,Chennai,226.05,1.3,1605,9530,completed,card,sedan,1.0,4.7,Fog,70.0,16,Monday,6,0,226.05,173.8846153846154
44413,2023-07-19 06:42:00,2023-07-19 07:40:00,Pune,Pune,316.29,19.31,1270,8927,completed,cash,suv,1.0,4.7,Rain,58.0,6,Wednesday,7,0,316.29,16.379596064215434
44414,2023-10-02 05:42:00,2023-10-02 06:04:00,Bangalore,Bangalore,222.08,18.47,1210,9340,cancelled,cash,suv,1.2,4.0,Clear,22.0,5,Monday,10,0,266.496,14.4285868976719
44434,2023-03-30 04:40:00,2023-03-30 05:55:00,Hyderabad,Hyderabad,104.86,6.33,1707,6183,completed,upi,suv,1.0,3.3,Storm,75.0,4,Thursday,3,0,104.86,16.565560821484993
44443,2023-08-07 22:04:00,2023-08-07 22:35:00,Pune,Pune,323.68,10.81,1828,7677,completed,upi,suv,1.5,3.3,Storm,31.0,22,Monday,8,0,485.52,44.91396854764107
44446,2023-11-30 19:26:00,2023-11-30 20:54:00,Chennai,Chennai,353.72,21.01,1132,6849,completed,cash,mini,1.0,4.3,Rain,88.0,19,Thursday,11,0,353.72,16.835792479771538
44447,2023-04-20 21:34:00,2023-04-20 22:17:00,Pune,Pune,265.13,2.7,1647,8349,completed,upi,sedan,1.0,4.0,Clear,43.0,21,Thursday,4,0,265.13,98.19629629629628
44449,2023-09-04 10:26:00,2023-09-04 11:29:00,Mumbai,Mumbai,312.45,13.28,1109,5087,completed,card,suv,1.0,3.7,Storm,63.0,10,Monday,9,0,312.45,23.527861445783135
